 i:            2 j:           22   1.00000000    
 S(           2 ,          23 ):  -1.00000000    
 i:            2 j:           23  -1.00000000    
 S(           2 ,          24 ):  -1.00000000    
 i:            2 j:           24  -1.00000000    
 S(           2 ,          25 ):  -1.00000000    
 i:            2 j:           25  -1.00000000    
 S(           3 ,           1 ):   1.00000000    
 i:            3 j:            1   1.00000000    
 S(           3 ,           2 ):   1.00000000    
 i:            3 j:            2   1.00000000    
 S(           3 ,           3 ):  -1.00000000    
 i:            3 j:            3  -1.00000000    
 S(           3 ,           4 ):  -1.00000000    
 i:            3 j:            4  -1.00000000    
 S(           3 ,           5 ):   1.00000000    
 i:            3 j:            5   1.00000000    
 S(           3 ,           6 ):  -1.00000000    
 i:            3 j:            6  -1.00000000    
 S(           3 ,           7 ):   1.00000000    
 i:            3 j:            7   1.00000000    
 S(           3 ,           8 ):  -1.00000000    
 i:            3 j:            8  -1.00000000    
 S(           3 ,           9 ):  -1.00000000    
 i:            3 j:            9  -1.00000000    
 S(           3 ,          10 ):   1.00000000    
 i:            3 j:           10   1.00000000    
 S(           3 ,          11 ):  -1.00000000    
 i:            3 j:           11  -1.00000000    
 S(           3 ,          12 ):   1.00000000    
 i:            3 j:           12   1.00000000    
 S(           3 ,          13 ):  -1.00000000    
 i:            3 j:           13  -1.00000000    
 S(           3 ,          14 ):   1.00000000    
 i:            3 j:           14   1.00000000    
 S(           3 ,          15 ):  -1.00000000    
 i:            3 j:           15  -1.00000000    
 S(           3 ,          16 ):  -1.00000000    
 i:            3 j:           16  -1.00000000    
 S(           3 ,          17 ):  -1.00000000    
 i:            3 j:           17  -1.00000000    
 S(           3 ,          18 ):  -1.00000000    
 i:            3 j:           18  -1.00000000    
 S(           3 ,          19 ):  -1.00000000    
 i:            3 j:           19  -1.00000000    
 S(           3 ,          20 ):  -1.00000000    
 i:            3 j:           20  -1.00000000    
 S(           3 ,          21 ):  -1.00000000    
 i:            3 j:           21  -1.00000000    
 S(           3 ,          22 ):   1.00000000    
 i:            3 j:           22   1.00000000    
 S(           3 ,          23 ):  -1.00000000    
 i:            3 j:           23  -1.00000000    
 S(           3 ,          24 ):  -1.00000000    
 i:            3 j:           24  -1.00000000    
 S(           3 ,          25 ):   1.00000000    
 i:            3 j:           25   1.00000000    
 S(           4 ,           1 ):   1.00000000    
 i:            4 j:            1   1.00000000    
 S(           4 ,           2 ):   1.00000000    
 i:            4 j:            2   1.00000000    
 S(           4 ,           3 ):  -1.00000000    
 i:            4 j:            3  -1.00000000    
 S(           4 ,           4 ):  -1.00000000    
 i:            4 j:            4  -1.00000000    
 S(           4 ,           5 ):  -1.00000000    
 i:            4 j:            5  -1.00000000    
 S(           4 ,           6 ):   1.00000000    
 i:            4 j:            6   1.00000000    
 S(           4 ,           7 ):  -1.00000000    
 i:            4 j:            7  -1.00000000    
 S(           4 ,           8 ):   1.00000000    
 i:            4 j:            8   1.00000000    
 S(           4 ,           9 ):  -1.00000000    
 i:            4 j:            9  -1.00000000    
 S(           4 ,          10 ):  -1.00000000    
 i:            4 j:           10  -1.00000000    
 S(           4 ,          11 ):  -1.00000000    
 i:            4 j:           11  -1.00000000    
 S(           4 ,          12 ):   1.00000000    
 i:            4 j:           12   1.00000000    
 S(           4 ,          13 ):   1.00000000    
 i:            4 j:           13   1.00000000    
 S(           4 ,          14 ):  -1.00000000    
 i:            4 j:           14  -1.00000000    
 S(           4 ,          15 ):  -1.00000000    
 i:            4 j:           15  -1.00000000    
 S(           4 ,          16 ):   1.00000000    
 i:            4 j:           16   1.00000000    
 S(           4 ,          17 ):  -1.00000000    
 i:            4 j:           17  -1.00000000    
 S(           4 ,          18 ):  -1.00000000    
 i:            4 j:           18  -1.00000000    
 S(           4 ,          19 ):   1.00000000    
 i:            4 j:           19   1.00000000    
 S(           4 ,          20 ):  -1.00000000    
 i:            4 j:           20  -1.00000000    
 S(           4 ,          21 ):   1.00000000    
 i:            4 j:           21   1.00000000    
 S(           4 ,          22 ):   1.00000000    
 i:            4 j:           22   1.00000000    
 S(           4 ,          23 ):  -1.00000000    
 i:            4 j:           23  -1.00000000    
 S(           4 ,          24 ):  -1.00000000    
 i:            4 j:           24  -1.00000000    
 S(           4 ,          25 ):   1.00000000    
 i:            4 j:           25   1.00000000    
 S(           5 ,           1 ):   1.00000000    
 i:            5 j:            1   1.00000000    
 S(           5 ,           2 ):  -1.00000000    
 i:            5 j:            2  -1.00000000    
 S(           5 ,           3 ):  -1.00000000    
 i:            5 j:            3  -1.00000000    
 S(           5 ,           4 ):  -1.00000000    
 i:            5 j:            4  -1.00000000    
 S(           5 ,           5 ):   1.00000000    
 i:            5 j:            5   1.00000000    
 S(           5 ,           6 ):   1.00000000    
 i:            5 j:            6   1.00000000    
 S(           5 ,           7 ):  -1.00000000    
 i:            5 j:            7  -1.00000000    
 S(           5 ,           8 ):  -1.00000000    
 i:            5 j:            8  -1.00000000    
 S(           5 ,           9 ):   1.00000000    
 i:            5 j:            9   1.00000000    
 S(           5 ,          10 ):  -1.00000000    
 i:            5 j:           10  -1.00000000    
 S(           5 ,          11 ):  -1.00000000    
 i:            5 j:           11  -1.00000000    
 S(           5 ,          12 ):   1.00000000    
 i:            5 j:           12   1.00000000    
 S(           5 ,          13 ):   1.00000000    
 i:            5 j:           13   1.00000000    
 S(           5 ,          14 ):  -1.00000000    
 i:            5 j:           14  -1.00000000    
 S(           5 ,          15 ):  -1.00000000    
 i:            5 j:           15  -1.00000000    
 S(           5 ,          16 ):   1.00000000    
 i:            5 j:           16   1.00000000    
 S(           5 ,          17 ):  -1.00000000    
 i:            5 j:           17  -1.00000000    
 S(           5 ,          18 ):   1.00000000    
 i:            5 j:           18   1.00000000    
 S(           5 ,          19 ):  -1.00000000    
 i:            5 j:           19  -1.00000000    
 S(           5 ,          20 ):  -1.00000000    
 i:            5 j:           20  -1.00000000    
 S(           5 ,          21 ):   1.00000000    
 i:            5 j:           21   1.00000000    
 S(           5 ,          22 ):   1.00000000    
 i:            5 j:           22   1.00000000    
 S(           5 ,          23 ):   1.00000000    
 i:            5 j:           23   1.00000000    
 S(           5 ,          24 ):   1.00000000    
 i:            5 j:           24   1.00000000    
 S(           5 ,          25 ):  -1.00000000    
 i:            5 j:           25  -1.00000000    
 S(           6 ,           1 ):   1.00000000    
 i:            6 j:            1   1.00000000    
 S(           6 ,           2 ):   1.00000000    
 i:            6 j:            2   1.00000000    
 S(           6 ,           3 ):  -1.00000000    
 i:            6 j:            3  -1.00000000    
 S(           6 ,           4 ):  -1.00000000    
 i:            6 j:            4  -1.00000000    
 S(           6 ,           5 ):  -1.00000000    
 i:            6 j:            5  -1.00000000    
 S(           6 ,           6 ):   1.00000000    
 i:            6 j:            6   1.00000000    
 S(           6 ,           7 ):   1.00000000    
 i:            6 j:            7   1.00000000    
 S(           6 ,           8 ):   1.00000000    
 i:            6 j:            8   1.00000000    
 S(           6 ,           9 ):   1.00000000    
 i:            6 j:            9   1.00000000    
 S(           6 ,          10 ):   1.00000000    
 i:            6 j:           10   1.00000000    
 S(           6 ,          11 ):   1.00000000    
 i:            6 j:           11   1.00000000    
 S(           6 ,          12 ):  -1.00000000    
 i:            6 j:           12  -1.00000000    
 S(           6 ,          13 ):   1.00000000    
 i:            6 j:           13   1.00000000    
 S(           6 ,          14 ):   1.00000000    
 i:            6 j:           14   1.00000000    
 S(           6 ,          15 ):  -1.00000000    
 i:            6 j:           15  -1.00000000    
 S(           6 ,          16 ):   1.00000000    
 i:            6 j:           16   1.00000000    
 S(           6 ,          17 ):   1.00000000    
 i:            6 j:           17   1.00000000    
 S(           6 ,          18 ):  -1.00000000    
 i:            6 j:           18  -1.00000000    
 S(           6 ,          19 ):   1.00000000    
 i:            6 j:           19   1.00000000    
 S(           6 ,          20 ):  -1.00000000    
 i:            6 j:           20  -1.00000000    
 S(           6 ,          21 ):  -1.00000000    
 i:            6 j:           21  -1.00000000    
 S(           6 ,          22 ):   1.00000000    
 i:            6 j:           22   1.00000000    
 S(           6 ,          23 ):  -1.00000000    
 i:            6 j:           23  -1.00000000    
 S(           6 ,          24 ):  -1.00000000    
 i:            6 j:           24  -1.00000000    
 S(           6 ,          25 ):  -1.00000000    
 i:            6 j:           25  -1.00000000    
 S(           7 ,           1 ):   1.00000000    
 i:            7 j:            1   1.00000000    
 S(           7 ,           2 ):   1.00000000    
 i:            7 j:            2   1.00000000    
 S(           7 ,           3 ):  -1.00000000    
 i:            7 j:            3  -1.00000000    
 S(           7 ,           4 ):  -1.00000000    
 i:            7 j:            4  -1.00000000    
 S(           7 ,           5 ):   1.00000000    
 i:            7 j:            5   1.00000000    
 S(           7 ,           6 ):   1.00000000    
 i:            7 j:            6   1.00000000    
 S(           7 ,           7 ):  -1.00000000    
 i:            7 j:            7  -1.00000000    
 S(           7 ,           8 ):  -1.00000000    
 i:            7 j:            8  -1.00000000    
 S(           7 ,           9 ):  -1.00000000    
 i:            7 j:            9  -1.00000000    
 S(           7 ,          10 ):   1.00000000    
 i:            7 j:           10   1.00000000    
 S(           7 ,          11 ):   1.00000000    
 i:            7 j:           11   1.00000000    
 S(           7 ,          12 ):   1.00000000    
 i:            7 j:           12   1.00000000    
 S(           7 ,          13 ):   1.00000000    
 i:            7 j:           13   1.00000000    
 S(           7 ,          14 ):   1.00000000    
 i:            7 j:           14   1.00000000    
 S(           7 ,          15 ):   1.00000000    
 i:            7 j:           15   1.00000000    
 S(           7 ,          16 ):   1.00000000    
 i:            7 j:           16   1.00000000    
 S(           7 ,          17 ):   1.00000000    
 i:            7 j:           17   1.00000000    
 S(           7 ,          18 ):  -1.00000000    
 i:            7 j:           18  -1.00000000    
 S(           7 ,          19 ):   1.00000000    
 i:            7 j:           19   1.00000000    
 S(           7 ,          20 ):   1.00000000    
 i:            7 j:           20   1.00000000    
 S(           7 ,          21 ):  -1.00000000    
 i:            7 j:           21  -1.00000000    
 S(           7 ,          22 ):   1.00000000    
 i:            7 j:           22   1.00000000    
 S(           7 ,          23 ):   1.00000000    
 i:            7 j:           23   1.00000000    
 S(           7 ,          24 ):  -1.00000000    
 i:            7 j:           24  -1.00000000    
 S(           7 ,          25 ):   1.00000000    
 i:            7 j:           25   1.00000000    
 S(           8 ,           1 ):   1.00000000    
 i:            8 j:            1   1.00000000    
 S(           8 ,           2 ):   1.00000000    
 i:            8 j:            2   1.00000000    
 S(           8 ,           3 ):  -1.00000000    
 i:            8 j:            3  -1.00000000    
 S(           8 ,           4 ):   1.00000000    
 i:            8 j:            4   1.00000000    
 S(           8 ,           5 ):  -1.00000000    
 i:            8 j:            5  -1.00000000    
 S(           8 ,           6 ):  -1.00000000    
 i:            8 j:            6  -1.00000000    
 S(           8 ,           7 ):  -1.00000000    
 i:            8 j:            7  -1.00000000    
 S(           8 ,           8 ):  -1.00000000    
 i:            8 j:            8  -1.00000000    
 S(           8 ,           9 ):  -1.00000000    
 i:            8 j:            9  -1.00000000    
 S(           8 ,          10 ):   1.00000000    
 i:            8 j:           10   1.00000000    
 S(           8 ,          11 ):  -1.00000000    
 i:            8 j:           11  -1.00000000    
 S(           8 ,          12 ):   1.00000000    
 i:            8 j:           12   1.00000000    
 S(           8 ,          13 ):   1.00000000    
 i:            8 j:           13   1.00000000    
 S(           8 ,          14 ):   1.00000000    
 i:            8 j:           14   1.00000000    
 S(           8 ,          15 ):   1.00000000    
 i:            8 j:           15   1.00000000    
 S(           8 ,          16 ):  -1.00000000    
 i:            8 j:           16  -1.00000000    
 S(           8 ,          17 ):   1.00000000    
 i:            8 j:           17   1.00000000    
 S(           8 ,          18 ):  -1.00000000    
 i:            8 j:           18  -1.00000000    
 S(           8 ,          19 ):  -1.00000000    
 i:            8 j:           19  -1.00000000    
 S(           8 ,          20 ):  -1.00000000    
 i:            8 j:           20  -1.00000000    
 S(           8 ,          21 ):   1.00000000    
 i:            8 j:           21   1.00000000    
 S(           8 ,          22 ):   1.00000000    
 i:            8 j:           22   1.00000000    
 S(           8 ,          23 ):   1.00000000    
 i:            8 j:           23   1.00000000    
 S(           8 ,          24 ):  -1.00000000    
 i:            8 j:           24  -1.00000000    
 S(           8 ,          25 ):   1.00000000    
 i:            8 j:           25   1.00000000    
 S(           9 ,           1 ):   1.00000000    
 i:            9 j:            1   1.00000000    
 S(           9 ,           2 ):  -1.00000000    
 i:            9 j:            2  -1.00000000    
 S(           9 ,           3 ):   1.00000000    
 i:            9 j:            3   1.00000000    
 S(           9 ,           4 ):   1.00000000    
 i:            9 j:            4   1.00000000    
 S(           9 ,           5 ):   1.00000000    
 i:            9 j:            5   1.00000000    
 S(           9 ,           6 ):  -1.00000000    
 i:            9 j:            6  -1.00000000    
 S(           9 ,           7 ):   1.00000000    
 i:            9 j:            7   1.00000000    
 S(           9 ,           8 ):  -1.00000000    
 i:            9 j:            8  -1.00000000    
 S(           9 ,           9 ):   1.00000000    
 i:            9 j:            9   1.00000000    
 S(           9 ,          10 ):   1.00000000    
 i:            9 j:           10   1.00000000    
 S(           9 ,          11 ):  -1.00000000    
 i:            9 j:           11  -1.00000000    
 S(           9 ,          12 ):   1.00000000    
 i:            9 j:           12   1.00000000    
 S(           9 ,          13 ):   1.00000000    
 i:            9 j:           13   1.00000000    
 S(           9 ,          14 ):  -1.00000000    
 i:            9 j:           14  -1.00000000    
 S(           9 ,          15 ):  -1.00000000    
 i:            9 j:           15  -1.00000000    
 S(           9 ,          16 ):  -1.00000000    
 i:            9 j:           16  -1.00000000    
 S(           9 ,          17 ):  -1.00000000    
 i:            9 j:           17  -1.00000000    
 S(           9 ,          18 ):   1.00000000    
 i:            9 j:           18   1.00000000    
 S(           9 ,          19 ):   1.00000000    
 i:            9 j:           19   1.00000000    
 S(           9 ,          20 ):   1.00000000    
 i:            9 j:           20   1.00000000    
 S(           9 ,          21 ):  -1.00000000    
 i:            9 j:           21  -1.00000000    
 S(           9 ,          22 ):   1.00000000    
 i:            9 j:           22   1.00000000    
 S(           9 ,          23 ):  -1.00000000    
 i:            9 j:           23  -1.00000000    
 S(           9 ,          24 ):   1.00000000    
 i:            9 j:           24   1.00000000    
 S(           9 ,          25 ):  -1.00000000    
 i:            9 j:           25  -1.00000000    
 S(          10 ,           1 ):  -1.00000000    
 i:           10 j:            1  -1.00000000    
 S(          10 ,           2 ):   1.00000000    
 i:           10 j:            2   1.00000000    
 S(          10 ,           3 ):   1.00000000    
 i:           10 j:            3   1.00000000    
 S(          10 ,           4 ):  -1.00000000    
 i:           10 j:            4  -1.00000000    
 S(          10 ,           5 ):   1.00000000    
 i:           10 j:            5   1.00000000    
 S(          10 ,           6 ):   1.00000000    
 i:           10 j:            6   1.00000000    
 S(          10 ,           7 ):  -1.00000000    
 i:           10 j:            7  -1.00000000    
 S(          10 ,           8 ):   1.00000000    
 i:           10 j:            8   1.00000000    
 S(          10 ,           9 ):   1.00000000    
 i:           10 j:            9   1.00000000    
 S(          10 ,          10 ):  -1.00000000    
 i:           10 j:           10  -1.00000000    
 S(          10 ,          11 ):   1.00000000    
 i:           10 j:           11   1.00000000    
 S(          10 ,          12 ):  -1.00000000    
 i:           10 j:           12  -1.00000000    
 S(          10 ,          13 ):   1.00000000    
 i:           10 j:           13   1.00000000    
 S(          10 ,          14 ):  -1.00000000    
 i:           10 j:           14  -1.00000000    
 S(          10 ,          15 ):  -1.00000000    
 i:           10 j:           15  -1.00000000    
 S(          10 ,          16 ):  -1.00000000    
 i:           10 j:           16  -1.00000000    
 S(          10 ,          17 ):  -1.00000000    
 i:           10 j:           17  -1.00000000    
 S(          10 ,          18 ):  -1.00000000    
 i:           10 j:           18  -1.00000000    
 S(          10 ,          19 ):   1.00000000    
 i:           10 j:           19   1.00000000    
 S(          10 ,          20 ):  -1.00000000    
 i:           10 j:           20  -1.00000000    
 S(          10 ,          21 ):  -1.00000000    
 i:           10 j:           21  -1.00000000    
 S(          10 ,          22 ):  -1.00000000    
 i:           10 j:           22  -1.00000000    
 S(          10 ,          23 ):  -1.00000000    
 i:           10 j:           23  -1.00000000    
 S(          10 ,          24 ):  -1.00000000    
 i:           10 j:           24  -1.00000000    
 S(          10 ,          25 ):  -1.00000000    
 i:           10 j:           25  -1.00000000    
 S(          11 ,           1 ):  -1.00000000    
 i:           11 j:            1  -1.00000000    
 S(          11 ,           2 ):  -1.00000000    
 i:           11 j:            2  -1.00000000    
 S(          11 ,           3 ):  -1.00000000    
 i:           11 j:            3  -1.00000000    
 S(          11 ,           4 ):   1.00000000    
 i:           11 j:            4   1.00000000    
 S(          11 ,           5 ):  -1.00000000    
 i:           11 j:            5  -1.00000000    
 S(          11 ,           6 ):   1.00000000    
 i:           11 j:            6   1.00000000    
 S(          11 ,           7 ):   1.00000000    
 i:           11 j:            7   1.00000000    
 S(          11 ,           8 ):   1.00000000    
 i:           11 j:            8   1.00000000    
 S(          11 ,           9 ):   1.00000000    
 i:           11 j:            9   1.00000000    
 S(          11 ,          10 ):   1.00000000    
 i:           11 j:           10   1.00000000    
 S(          11 ,          11 ):  -1.00000000    
 i:           11 j:           11  -1.00000000    
 S(          11 ,          12 ):   1.00000000    
 i:           11 j:           12   1.00000000    
 S(          11 ,          13 ):  -1.00000000    
 i:           11 j:           13  -1.00000000    
 S(          11 ,          14 ):  -1.00000000    
 i:           11 j:           14  -1.00000000    
 S(          11 ,          15 ):  -1.00000000    
 i:           11 j:           15  -1.00000000    
 S(          11 ,          16 ):   1.00000000    
 i:           11 j:           16   1.00000000    
 S(          11 ,          17 ):   1.00000000    
 i:           11 j:           17   1.00000000    
 S(          11 ,          18 ):   1.00000000    
 i:           11 j:           18   1.00000000    
 S(          11 ,          19 ):   1.00000000    
 i:           11 j:           19   1.00000000    
 S(          11 ,          20 ):  -1.00000000    
 i:           11 j:           20  -1.00000000    
 S(          11 ,          21 ):   1.00000000    
 i:           11 j:           21   1.00000000    
 S(          11 ,          22 ):   1.00000000    
 i:           11 j:           22   1.00000000    
 S(          11 ,          23 ):   1.00000000    
 i:           11 j:           23   1.00000000    
 S(          11 ,          24 ):   1.00000000    
 i:           11 j:           24   1.00000000    
 S(          11 ,          25 ):   1.00000000    
 i:           11 j:           25   1.00000000    
 S(          12 ,           1 ):  -1.00000000    
 i:           12 j:            1  -1.00000000    
 S(          12 ,           2 ):  -1.00000000    
 i:           12 j:            2  -1.00000000    
 S(          12 ,           3 ):   1.00000000    
 i:           12 j:            3   1.00000000    
 S(          12 ,           4 ):  -1.00000000    
 i:           12 j:            4  -1.00000000    
 S(          12 ,           5 ):   1.00000000    
 i:           12 j:            5   1.00000000    
 S(          12 ,           6 ):  -1.00000000    
 i:           12 j:            6  -1.00000000    
 S(          12 ,           7 ):   1.00000000    
 i:           12 j:            7   1.00000000    
 S(          12 ,           8 ):   1.00000000    
 i:           12 j:            8   1.00000000    
 S(          12 ,           9 ):  -1.00000000    
 i:           12 j:            9  -1.00000000    
 S(          12 ,          10 ):  -1.00000000    
 i:           12 j:           10  -1.00000000    
 S(          12 ,          11 ):   1.00000000    
 i:           12 j:           11   1.00000000    
 S(          12 ,          12 ):   1.00000000    
 i:           12 j:           12   1.00000000    
 S(          12 ,          13 ):   1.00000000    
 i:           12 j:           13   1.00000000    
 S(          12 ,          14 ):  -1.00000000    
 i:           12 j:           14  -1.00000000    
 S(          12 ,          15 ):   1.00000000    
 i:           12 j:           15   1.00000000    
 S(          12 ,          16 ):   1.00000000    
 i:           12 j:           16   1.00000000    
 S(          12 ,          17 ):   1.00000000    
 i:           12 j:           17   1.00000000    
 S(          12 ,          18 ):   1.00000000    
 i:           12 j:           18   1.00000000    
 S(          12 ,          19 ):  -1.00000000    
 i:           12 j:           19  -1.00000000    
 S(          12 ,          20 ):   1.00000000    
 i:           12 j:           20   1.00000000    
 S(          12 ,          21 ):  -1.00000000    
 i:           12 j:           21  -1.00000000    
 S(          12 ,          22 ):   1.00000000    
 i:           12 j:           22   1.00000000    
 S(          12 ,          23 ):  -1.00000000    
 i:           12 j:           23  -1.00000000    
 S(          12 ,          24 ):   1.00000000    
 i:           12 j:           24   1.00000000    
 S(          12 ,          25 ):  -1.00000000    
 i:           12 j:           25  -1.00000000    
 S(          13 ,           1 ):  -1.00000000    
 i:           13 j:            1  -1.00000000    
 S(          13 ,           2 ):  -1.00000000    
 i:           13 j:            2  -1.00000000    
 S(          13 ,           3 ):   1.00000000    
 i:           13 j:            3   1.00000000    
 S(          13 ,           4 ):  -1.00000000    
 i:           13 j:            4  -1.00000000    
 S(          13 ,           5 ):  -1.00000000    
 i:           13 j:            5  -1.00000000    
 S(          13 ,           6 ):   1.00000000    
 i:           13 j:            6   1.00000000    
 S(          13 ,           7 ):   1.00000000    
 i:           13 j:            7   1.00000000    
 S(          13 ,           8 ):   1.00000000    
 i:           13 j:            8   1.00000000    
 S(          13 ,           9 ):  -1.00000000    
 i:           13 j:            9  -1.00000000    
 S(          13 ,          10 ):   1.00000000    
 i:           13 j:           10   1.00000000    
 S(          13 ,          11 ):   1.00000000    
 i:           13 j:           11   1.00000000    
 S(          13 ,          12 ):   1.00000000    
 i:           13 j:           12   1.00000000    
 S(          13 ,          13 ):   1.00000000    
 i:           13 j:           13   1.00000000    
 S(          13 ,          14 ):   1.00000000    
 i:           13 j:           14   1.00000000    
 S(          13 ,          15 ):  -1.00000000    
 i:           13 j:           15  -1.00000000    
 S(          13 ,          16 ):   1.00000000    
 i:           13 j:           16   1.00000000    
 S(          13 ,          17 ):  -1.00000000    
 i:           13 j:           17  -1.00000000    
 S(          13 ,          18 ):  -1.00000000    
 i:           13 j:           18  -1.00000000    
 S(          13 ,          19 ):  -1.00000000    
 i:           13 j:           19  -1.00000000    
 S(          13 ,          20 ):   1.00000000    
 i:           13 j:           20   1.00000000    
 S(          13 ,          21 ):  -1.00000000    
 i:           13 j:           21  -1.00000000    
 S(          13 ,          22 ):   1.00000000    
 i:           13 j:           22   1.00000000    
 S(          13 ,          23 ):   1.00000000    
 i:           13 j:           23   1.00000000    
 S(          13 ,          24 ):   1.00000000    
 i:           13 j:           24   1.00000000    
 S(          13 ,          25 ):  -1.00000000    
 i:           13 j:           25  -1.00000000    
 S(          14 ,           1 ):  -1.00000000    
 i:           14 j:            1  -1.00000000    
 S(          14 ,           2 ):  -1.00000000    
 i:           14 j:            2  -1.00000000    
 S(          14 ,           3 ):   1.00000000    
 i:           14 j:            3   1.00000000    
 S(          14 ,           4 ):   1.00000000    
 i:           14 j:            4   1.00000000    
 S(          14 ,           5 ):   1.00000000    
 i:           14 j:            5   1.00000000    
 S(          14 ,           6 ):   1.00000000    
 i:           14 j:            6   1.00000000    
 S(          14 ,           7 ):  -1.00000000    
 i:           14 j:            7  -1.00000000    
 S(          14 ,           8 ):  -1.00000000    
 i:           14 j:            8  -1.00000000    
 S(          14 ,           9 ):  -1.00000000    
 i:           14 j:            9  -1.00000000    
 S(          14 ,          10 ):  -1.00000000    
 i:           14 j:           10  -1.00000000    
 S(          14 ,          11 ):  -1.00000000    
 i:           14 j:           11  -1.00000000    
 S(          14 ,          12 ):  -1.00000000    
 i:           14 j:           12  -1.00000000    
 S(          14 ,          13 ):   1.00000000    
 i:           14 j:           13   1.00000000    
 S(          14 ,          14 ):  -1.00000000    
 i:           14 j:           14  -1.00000000    
 S(          14 ,          15 ):   1.00000000    
 i:           14 j:           15   1.00000000    
 S(          14 ,          16 ):  -1.00000000    
 i:           14 j:           16  -1.00000000    
 S(          14 ,          17 ):  -1.00000000    
 i:           14 j:           17  -1.00000000    
 S(          14 ,          18 ):   1.00000000    
 i:           14 j:           18   1.00000000    
 S(          14 ,          19 ):  -1.00000000    
 i:           14 j:           19  -1.00000000    
 S(          14 ,          20 ):  -1.00000000    
 i:           14 j:           20  -1.00000000    
 S(          14 ,          21 ):  -1.00000000    
 i:           14 j:           21  -1.00000000    
 S(          14 ,          22 ):   1.00000000    
 i:           14 j:           22   1.00000000    
 S(          14 ,          23 ):   1.00000000    
 i:           14 j:           23   1.00000000    
 S(          14 ,          24 ):  -1.00000000    
 i:           14 j:           24  -1.00000000    
 S(          14 ,          25 ):   1.00000000    
 i:           14 j:           25   1.00000000    
